MT;Status;Tag;Field_Name;Content_Options;KeyMTTag
547;O;12C;(see qualifier description);A, B, or C;547#12C
547;O;13A;Linked Message;A or B;547#13A
547;O;13B;Linked Message;A or B;547#13B
547;M;16R;Start of Block;GENL;547#16R
547;M;16S;End of Block;LINK;547#16S
547;O;17B;(see qualifier description);:4!c//1!a;547#17B
547;O;19A;(see qualifier description);:4!c//[N]3!a15d;547#19A
547;M;20A;(see qualifier description);C or U;547#20A
547;M;20C;(see qualifier description);C or U;547#20C
547;M;20U;(see qualifier description);C or U;547#20U
547;O;22A;(see qualifier description);F or H;547#22A
547;O;22F;(see qualifier description);F or H;547#22F
547;O;22H;(see qualifier description);F or H;547#22H
547;M;23G;Function of the Message;4!c[/4!c];547#23G
547;M;35B;Identification of the Financial Instrument;[ISIN1!e12!c]<crlf>[4*35x];547#35B
547;O;36B;(see qualifier description);:4!c//4!c/15d;547#36B
547;O;70A;(see qualifier description);C, D, or E;547#70A
547;O;70C;(see qualifier description);C, D, or E;547#70C
547;O;70D;(see qualifier description);C, D, or E;547#70D
547;O;70E;(see qualifier description);C, D, or E;547#70E
547;O;90A;Deal Price;A or B;547#90A
547;O;90B;Deal Price;A or B;547#90B
547;O;92A;(see qualifier description);:4!c//[N]15d;547#92A
547;O;92B;Exchange Rate;:4!c//3!a/3!a/15d;547#92B
547;O;94A;(see qualifier description);B, H, or L;547#94A
547;O;94B;(see qualifier description);B, H, or L;547#94B
547;O;94H;(see qualifier description);B, H, or L;547#94H
547;O;94L;(see qualifier description);B, H, or L;547#94L
547;O;95A;(see qualifier description);L, P, or R;547#95A
547;O;95L;(see qualifier description);L, P, or R;547#95L
547;O;95P;(see qualifier description);L, P, or R;547#95P
547;O;95R;(see qualifier description);L, P, or R;547#95R
547;M;97A;(see qualifier description);A, B, or E;547#97A
547;M;97B;(see qualifier description);A, B, or E;547#97B
547;M;97E;(see qualifier description);A, B, or E;547#97E
547;O;98A;Preparation Date/Time;A, C, or E;547#98A
547;O;98C;Preparation Date/Time;A, C, or E;547#98C
547;O;98E;Preparation Date/Time;A, C, or E;547#98E
547;O;99A;Number of Days Accrued;:4!c//[N]3!n;547#99A
547;O;99B;(see qualifier description);:4!c//3!n;547#99B
548;O;11A;Currency of Penalties;:4!c//3!a;548#11A
548;O;12A;Classification Type;A or C;548#12A
548;O;12C;Classification Type;A or C;548#12C
548;O;13A;Linked Message;A or B;548#13A
548;O;13B;Linked Message;A or B;548#13B
548;M;16R;Start of Block;GENL;548#16R
548;M;16S;End of Block;LINK;548#16S
548;O;17B;Amount Considered For Aggregation Flag;:4!c//1!a;548#17B
548;O;19A;(see qualifier description);:4!c//[N]3!a15d;548#19A
548;M;20A;(see qualifier description);C or U;548#20A
548;M;20C;(see qualifier description);C or U;548#20C
548;M;20U;(see qualifier description);C or U;548#20U
548;M;22A;(see qualifier description);F or H;548#22A
548;M;22F;(see qualifier description);F or H;548#22F
548;M;22H;(see qualifier description);F or H;548#22H
548;M;23G;Function of the Message;4!c[/4!c];548#23G
548;M;24B;(see qualifier description);:4!c/[8c]/4!c;548#24B
548;M;25D;(see qualifier description);:4!c/[8c]/4!c;548#25D
548;M;35B;Identification of the Financial Instrument;[ISIN1!e12!c]<crlf>[4*35x];548#35B
548;M;36B;Quantity of Financial Instrument to be Settled;:4!c//4!c/15d;548#36B
548;O;69A;Statement Period;A or B;548#69A
548;O;69B;Statement Period;A or B;548#69B
548;O;70D;Reason Narrative;:4!c//6*35x;548#70D
548;O;70E;Settlement Instruction Processing Narrative;:4!c//10*35x;548#70E
548;O;90A;Price;A or B;548#90A
548;O;90B;Price;A or B;548#90B
548;O;92A;(see qualifier description);A or B;548#92A
548;O;92B;(see qualifier description);A or B;548#92B
548;O;94A;(see qualifier description);B, C, F, H, or L;548#94A
548;O;94B;(see qualifier description);B, C, F, H, or L;548#94B
548;O;94C;(see qualifier description);B, C, F, H, or L;548#94C
548;O;94F;(see qualifier description);B, C, F, H, or L;548#94F
548;O;94H;(see qualifier description);B, C, F, H, or L;548#94H
548;O;94L;(see qualifier description);B, C, F, H, or L;548#94L
548;O;95A;(see qualifier description);L, P, or R;548#95A
548;O;95L;(see qualifier description);L, P, or R;548#95L
548;O;95P;(see qualifier description);L, P, or R;548#95P
548;O;95R;(see qualifier description);L, P, or R;548#95R
548;M;97A;Safekeeping Account;A or B;548#97A
548;M;97B;Safekeeping Account;A or B;548#97B
548;O;98A;Preparation Date/Time;A, C, or E;548#98A
548;O;98C;Preparation Date/Time;A, C, or E;548#98C
548;O;98E;Preparation Date/Time;A, C, or E;548#98E
548;M;99A;Number Days;:4!c//[N]3!n;548#99A
549;M;13A;Requested Message Type;:4!c//3!c;549#13A
549;M;16R;Start of Block;GENL;549#16R
549;M;16S;End of Block;LINK;549#16S
549;M;20A;(see qualifier description);C or U;549#20A
549;M;20C;(see qualifier description);C or U;549#20C
549;M;20U;(see qualifier description);C or U;549#20U
549;O;22F;(see qualifier description);:4!c/[8c]/4!c;549#22F
549;M;23G;Function of the Message;4!c[/4!c];549#23G
549;O;24B;(see qualifier description);:4!c/[8c]/4!c;549#24B
549;O;25D;(see qualifier description);:4!c/[8c]/4!c;549#25D
549;O;35B;Identification of the Financial Instrument;[ISIN1!e12!c]<crlf>[4*35x];549#35B
549;O;69A;Statement Period;A or B;549#69A
549;O;69B;Statement Period;A or B;549#69B
549;O;95A;(see qualifier description);L, P, or R;549#95A
549;O;95L;(see qualifier description);L, P, or R;549#95L
549;O;95P;(see qualifier description);L, P, or R;549#95P
549;O;95R;(see qualifier description);L, P, or R;549#95R
549;M;97A;Safekeeping Account;A or B;549#97A
549;M;97B;Safekeeping Account;A or B;549#97B
549;O;98A;Statement Date/Time;A or C;549#98A
549;O;98C;Statement Date/Time;A or C;549#98C
558;O;13A;Linked Message;A or B;558#13A
558;O;13B;Linked Message;A or B;558#13B
558;M;16R;Start of Block;GENL;558#16R
558;M;16S;End of Block;COLLPRTY;558#16S
558;O;17B;(see qualifier description);:4!c//1!a;558#17B
558;O;19A;(see qualifier description);:4!c//[N]3!a15d;558#19A
558;M;20C;(see qualifier description);:4!c//16x;558#20C
558;M;22A;(see qualifier description);F or H;558#22A
558;M;22F;(see qualifier description);F or H;558#22F
558;M;22H;In/Out Indicator;:4!c//4!c;558#22H
558;M;23G;Function of the Message;4!c[/4!c];558#23G
558;M;24B;(see qualifier description);:4!c/[8c]/4!c;558#24B
558;M;25D;(see qualifier description);:4!c/[8c]/4!c;558#25D
558;M;28E;Page Number/Continuation Indicator;5n/4!c;558#28E
558;M;35B;Identification of Financial Instrument;[ISIN1!e12!c]<crlf>[4*35x];558#35B
558;M;36B;Quantity of Securities;:4!c//4!c/15d;558#36B
558;O;70A;(see qualifier description);D or E;558#70A
558;O;70D;(see qualifier description);D or E;558#70D
558;O;70E;(see qualifier description);D or E;558#70E
558;O;92A;(see qualifier description);A or C;558#92A
558;O;92C;(see qualifier description);A or C;558#92C
558;M;95A;(see qualifier description);P, Q, or R;558#95A
558;M;95P;(see qualifier description);P, Q, or R;558#95P
558;M;95Q;(see qualifier description);P, Q, or R;558#95Q
558;M;95R;(see qualifier description);P, Q, or R;558#95R
558;O;97A;Safekeeping Account;A or B;558#97A
558;O;97B;Safekeeping Account;A or B;558#97B
558;M;98A;(see qualifier description);A, C, or E;558#98A
558;M;98C;(see qualifier description);A, C, or E;558#98C
558;M;98E;(see qualifier description);A, C, or E;558#98E
558;O;99B;Minimum Notice Period;:4!c//3!n;558#99B
564;O;11A;Currency of Denomination;:4!c//3!a;564#11A
564;O;12A;(see qualifier description);A, B, or C;564#12A
564;O;12B;(see qualifier description);A, B, or C;564#12B
564;O;12C;(see qualifier description);A, B, or C;564#12C
564;O;13A;Linked Message;A or B;564#13A
564;O;13B;Linked Message;A or B;564#13B
564;M;16R;Start of Block;GENL;564#16R
564;M;16S;End of Block;LINK;564#16S
564;O;17B;(see qualifier description);:4!c//1!a;564#17B
564;O;19B;(see qualifier description);:4!c//3!a15d;564#19B
564;M;20C;(see qualifier description);:4!c//16x;564#20C
564;M;22A;(see qualifier description);F or H;564#22A
564;M;22F;(see qualifier description);F or H;564#22F
564;M;22H;(see qualifier description);F or H;564#22H
564;M;23G;Function of the Message;4!c[/4!c];564#23G
564;M;25D;Processing Status;:4!c/[8c]/4!c;564#25D
564;O;28E;Page Number/Continuation Indicator;5n/4!c;564#28E
564;M;35B;Identification of the Financial Instrument;[ISIN1!e12!c]<crlf>[4*35x];564#35B
564;O;36A;Quantity of Intermediate Securities;B or E;564#36A
564;O;36B;Quantity of Intermediate Securities;B or E;564#36B
564;O;36E;Quantity of Intermediate Securities;B or E;564#36E
564;O;69A;Trading Period;A, B, C, D, E, or F;564#69A
564;O;69B;Trading Period;A, B, C, D, E, or F;564#69B
564;O;69C;Trading Period;A, B, C, D, E, or F;564#69C
564;O;69D;Trading Period;A, B, C, D, E, or F;564#69D
564;O;69E;Trading Period;A, B, C, D, E, or F;564#69E
564;O;69F;Trading Period;A, B, C, D, E, or F;564#69F
564;O;70A;(see qualifier description);E or G;564#70A
564;O;70E;(see qualifier description);E or G;564#70E
564;O;70G;(see qualifier description);E or G;564#70G
564;O;90A;(see qualifier description);A, B, E, or L;564#90A
564;O;90B;(see qualifier description);A, B, E, or L;564#90B
564;O;90E;(see qualifier description);A, B, E, or L;564#90E
564;O;90L;(see qualifier description);A, B, E, or L;564#90L
564;O;92A;(see qualifier description);A, D, or K;564#92A
564;O;92D;(see qualifier description);A, D, or K;564#92D
564;O;92K;(see qualifier description);A, D, or K;564#92K
564;O;93A;(see qualifier description);B or C;564#93A
564;O;93B;(see qualifier description);B or C;564#93B
564;O;93C;(see qualifier description);B or C;564#93C
564;O;94A;Place of Safekeeping;B, C, or F;564#94A
564;O;94B;Place of Safekeeping;B, C, or F;564#94B
564;O;94C;Place of Safekeeping;B, C, or F;564#94C
564;O;94E;(see qualifier description);:4!c//10*35x;564#94E
564;O;94F;Place of Safekeeping;B, C, or F;564#94F
564;O;95A;Account Owner;P or R;564#95A
564;O;95P;Account Owner;P or R;564#95P
564;O;95R;Account Owner;P or R;564#95R
564;M;97A;Safekeeping Account;A or C;564#97A
564;M;97C;Safekeeping Account;A or C;564#97C
564;O;98A;Preparation Date/Time;A or C;564#98A
564;O;98C;Preparation Date/Time;A or C;564#98C
564;O;99A;Number of Days Accrued;:4!c//[N]3!n;564#99A
565;O;11A;Currency of Denomination;:4!c//3!a;565#11A
565;O;12A;Classification Type;A or C;565#12A
565;O;12C;Classification Type;A or C;565#12C
565;O;13A;Linked Message;A or B;565#13A
565;O;13B;Linked Message;A or B;565#13B
565;M;16R;Start of Block;GENL;565#16R
565;M;16S;End of Block;LINK;565#16S
565;O;19B;Instructed Amount;:4!c//3!a15d;565#19B
565;M;20C;(see qualifier description);:4!c//16x;565#20C
565;O;20D;Shareholder Number;:4!c//25x;565#20D
565;M;22A;(see qualifier description);F or H;565#22A
565;M;22F;(see qualifier description);F or H;565#22F
565;M;22H;(see qualifier description);F or H;565#22H
565;M;23G;Function of the Message;4!c[/4!c];565#23G
565;O;35B;Identification of the Financial Instrument;[ISIN1!e12!c]<crlf>[4*35x];565#35B
565;O;36A;(see qualifier description);B or C;565#36A
565;O;36B;(see qualifier description);B or C;565#36B
565;O;36C;(see qualifier description);B or C;565#36C
565;O;70A;Certification/Breakdown Narrative;E or G;565#70A
565;O;70E;Certification/Breakdown Narrative;E or G;565#70E
565;O;70G;Certification/Breakdown Narrative;E or G;565#70G
565;O;90A;(see qualifier description);A, B, E, F, J, or L;565#90A
565;O;90B;(see qualifier description);A, B, E, F, J, or L;565#90B
565;O;90E;(see qualifier description);A, B, E, F, J, or L;565#90E
565;O;90F;(see qualifier description);A, B, E, F, J, or L;565#90F
565;O;90J;(see qualifier description);A, B, E, F, J, or L;565#90J
565;O;90L;(see qualifier description);A, B, E, F, J, or L;565#90L
565;O;92A;(see qualifier description);:4!c//[N]15d;565#92A
565;O;93A;(see qualifier description);B or C;565#93A
565;O;93B;(see qualifier description);B or C;565#93B
565;O;93C;(see qualifier description);B or C;565#93C
565;O;94A;Place of Safekeeping;B, C, or F;565#94A
565;O;94B;Place of Safekeeping;B, C, or F;565#94B
565;O;94C;Place of Safekeeping;B, C, or F;565#94C
565;O;94F;Place of Safekeeping;B, C, or F;565#94F
565;O;95A;Account Owner;P or R;565#95A
565;O;95P;Account Owner;P or R;565#95P
565;O;95R;Account Owner;P or R;565#95R
565;M;97A;Safekeeping Account;:4!c//35x;565#97A
565;O;98A;Preparation Date/Time;A or C;565#98A
565;O;98C;Preparation Date/Time;A or C;565#98C
566;O;11A;Currency of Denomination;:4!c//3!a;566#11A
566;O;12A;Classification Type;A or C;566#12A
566;O;12C;Classification Type;A or C;566#12C
566;O;13A;Linked Message;A or B;566#13A
566;O;13B;Linked Message;A or B;566#13B
566;M;16R;Start of Block;GENL;566#16R
566;M;16S;End of Block;LINK;566#16S
566;O;17B;(see qualifier description);:4!c//1!a;566#17B
566;M;19B;(see qualifier description);:4!c//3!a15d;566#19B
566;M;20C;(see qualifier description);:4!c//16x;566#20C
566;M;22A;(see qualifier description);F or H;566#22A
566;M;22F;(see qualifier description);F or H;566#22F
566;M;22H;(see qualifier description);F or H;566#22H
566;M;23G;Function of the Message;4!c[/4!c];566#23G
566;M;35B;Identification of the Financial Instrument;[ISIN1!e12!c]<crlf>[4*35x];566#35B
566;O;36A;(see qualifier description);B or C;566#36A
566;O;36B;(see qualifier description);B or C;566#36B
566;O;36C;(see qualifier description);B or C;566#36C
566;O;69A;(see qualifier description);A, B, C, D, E, or F;566#69A
566;O;69B;(see qualifier description);A, B, C, D, E, or F;566#69B
566;O;69C;(see qualifier description);A, B, C, D, E, or F;566#69C
566;O;69D;(see qualifier description);A, B, C, D, E, or F;566#69D
566;O;69E;(see qualifier description);A, B, C, D, E, or F;566#69E
566;O;69F;(see qualifier description);A, B, C, D, E, or F;566#69F
566;O;70E;(see qualifier description);:4!c//10*35x;566#70E
566;O;90A;(see qualifier description);A, B, or L;566#90A
566;O;90B;(see qualifier description);A, B, or L;566#90B
566;O;90L;(see qualifier description);A, B, or L;566#90L
566;O;92A;(see qualifier description);A or D;566#92A
566;O;92D;(see qualifier description);A or D;566#92D
566;M;93A;(see qualifier description);B or C;566#93A
566;M;93B;(see qualifier description);B or C;566#93B
566;M;93C;(see qualifier description);B or C;566#93C
566;O;94A;Place of Safekeeping;B, C, or F;566#94A
566;O;94B;Place of Safekeeping;B, C, or F;566#94B
566;O;94C;Place of Safekeeping;B, C, or F;566#94C
566;O;94F;Place of Safekeeping;B, C, or F;566#94F
566;O;95A;Account Owner;P or R;566#95A
566;O;95P;Account Owner;P or R;566#95P
566;O;95R;Account Owner;P or R;566#95R
566;M;97A;Safekeeping Account;:4!c//35x;566#97A
566;O;98A;Preparation Date/Time;A or C;566#98A
566;O;98C;Preparation Date/Time;A or C;566#98C
566;O;99A;Number of Days Accrued;:4!c//[N]3!n;566#99A
567;O;13A;Linked Message;A or B;567#13A
567;O;13B;Linked Message;A or B;567#13B
567;M;16R;Start of Block;GENL;567#16R
567;M;16S;End of Block;LINK;567#16S
567;O;19B;(see qualifier description);:4!c//3!a15d;567#19B
567;M;20C;(see qualifier description);:4!c//16x;567#20C
567;O;22A;(see qualifier description);F or H;567#22A
567;O;22F;(see qualifier description);F or H;567#22F
567;O;22H;(see qualifier description);F or H;567#22H
567;M;23G;Function of the Message;4!c[/4!c];567#23G
567;M;24B;(see qualifier description);:4!c/[8c]/4!c;567#24B
567;M;25D;(see qualifier description);:4!c/[8c]/4!c;567#25D
567;O;35B;Identification of the Financial Instrument;[ISIN1!e12!c]<crlf>[4*35x];567#35B
567;O;36B;Status Quantity;:4!c//4!c/15d;567#36B
567;O;70D;Reason Narrative;:4!c//6*35x;567#70D
567;O;70E;(see qualifier description);:4!c//10*35x;567#70E
567;O;93B;(see qualifier description);:4!c/[8c]/4!c/[N]15d;567#93B
567;O;94A;Place of Safekeeping;B, C, or F;567#94A
567;O;94B;Place of Safekeeping;B, C, or F;567#94B
567;O;94C;Place of Safekeeping;B, C, or F;567#94C
567;O;94F;Place of Safekeeping;B, C, or F;567#94F
567;O;95A;Account Owner;P or R;567#95A
567;O;95P;Account Owner;P or R;567#95P
567;O;95R;Account Owner;P or R;567#95R
567;O;97A;(see qualifier description);A or E;567#97A
567;O;97E;(see qualifier description);A or E;567#97E
567;O;98A;Preparation Date/Time;A or C;567#98A
567;O;98C;Preparation Date/Time;A or C;567#98C
568;O;11A;Currency of Denomination;:4!c//3!a;568#11A
568;O;12A;Classification Type;A or C;568#12A
568;O;12C;Classification Type;A or C;568#12C
568;O;13A;Linked Message;A or B;568#13A
568;O;13B;Linked Message;A or B;568#13B
568;M;16R;Start of Block;GENL;568#16R
568;M;16S;End of Block;LINK;568#16S
568;M;20C;(see qualifier description);:4!c//16x;568#20C
568;M;22F;Corporate Action Event Indicator;:4!c/[8c]/4!c;568#22F
568;M;23G;Function of the Message;4!c[/4!c];568#23G
568;O;28E;Page Number/Continuation Indicator;5n/4!c;568#28E
568;O;35B;Identification of the Financial Instrument;[ISIN1!e12!c]<crlf>[4*35x];568#35B
568;O;36B;(see qualifier description);:4!c//4!c/15d;568#36B
568;M;70A;(see qualifier description);E or F;568#70A
568;M;70E;(see qualifier description);E or F;568#70E
568;M;70F;(see qualifier description);E or F;568#70F
568;O;92A;(see qualifier description);:4!c//[N]15d;568#92A
568;O;93A;(see qualifier description);B or C;568#93A
568;O;93B;(see qualifier description);B or C;568#93B
568;O;93C;(see qualifier description);B or C;568#93C
568;O;94A;Place of Safekeeping;B, C, or F;568#94A
568;O;94B;Place of Safekeeping;B, C, or F;568#94B
568;O;94C;Place of Safekeeping;B, C, or F;568#94C
568;O;94F;Place of Safekeeping;B, C, or F;568#94F
568;O;95A;Account Owner;P or R;568#95A
568;O;95P;Account Owner;P or R;568#95P
568;O;95R;Account Owner;P or R;568#95R
568;M;97A;Safekeeping Account;A or C;568#97A
568;M;97C;Safekeeping Account;A or C;568#97C
568;O;98A;Preparation Date/Time;A or C;568#98A
568;O;98C;Preparation Date/Time;A or C;568#98C
569;O;11A;Currency of Denomination;:4!c//3!a;569#11A
569;O;13A;Statement Number;:4!c//3!c;569#13A
569;O;13B;(see qualifier description);:4!c/[8c]/30x;569#13B
569;M;16R;Start of Block;GENL;569#16R
569;M;16S;End of Block;COLLPRTY;569#16S
569;M;17B;(see qualifier description);:4!c//1!a;569#17B
569;M;19A;(see qualifier description);:4!c//[N]3!a15d;569#19A
569;M;20C;Sender's Message Reference;:4!c//16x;569#20C
569;M;22A;(see qualifier description);F or H;569#22A
569;M;22F;(see qualifier description);F or H;569#22F
569;M;22H;(see qualifier description);F or H;569#22H
569;M;23G;Function of the Message;4!c[/4!c];569#23G
569;O;25D;Global Collateral Status;:4!c/[8c]/4!c;569#25D
569;M;28E;Page Number/Continuation Indicator;5n/4!c;569#28E
569;M;35B;Identification of Financial Instrument;[ISIN1!e12!c]<crlf>[4*35x];569#35B
